ano,rodada,timeId,pontos,vitorias,empates,derrotas,gm,gc,sg,pf,pnr,%
2014,30,281,61,18,7,5,62,28,34,2,2,67.77777777777777
2014,30,984,33,8,9,13,27,39,-12,13,19,36.666666666666664
2014,30,1039,22,6,4,20,31,54,-23,20,19,24.444444444444443
2014,30,29,34,8,10,12,38,42,-4,11,17,37.77777777777778
2014,30,512,42,12,6,12,34,37,-3,9,19,46.666666666666664
2014,30,873,36,9,9,12,36,41,-5,10,12,40.0
2014,31,984,33,8,9,14,28,43,-15,13,19,35.483870967741936
2014,31,1039,25,7,4,20,35,55,-20,20,19,26.881720430107528
2014,31,29,37,9,10,12,39,42,-3,11,17,39.784946236559136
2014,31,180,53,16,5,10,42,22,20,7,20,56.98924731182796
2014,31,873,39,10,9,12,38,42,-4,10,12,41.935483870967744
2014,31,281,61,18,7,6,63,30,33,2,2,65.59139784946237
2014,31,1003,22,5,7,19,30,52,-22,14,19,23.655913978494624
2014,31,379,42,11,9,11,41,39,2,12,15,45.16129032258065
2014,31,1132,26,5,11,15,26,49,-23,19,17,27.956989247311828
2014,31,148,54,16,6,9,50,45,5,5,5,58.064516129032256
2014,31,631,73,22,7,2,66,27,39,1,11,78.49462365591398
2014,31,512,42,12,6,13,35,39,-4,9,19,45.16129032258065
2014,31,2288,46,13,7,11,37,39,-2,8,15,49.46236559139785
2014,31,3008,28,6,10,15,29,43,-14,18,17,30.107526881720432
2014,31,11,63,19,6,6,62,32,30,3,1,67.74193548387096
2014,31,31,54,16,6,9,45,36,9,6,7,58.064516129032256
2014,31,985,62,18,8,5,55,28,27,4,4,66.66666666666667
2014,31,405,28,7,7,17,20,42,-22,17,8,30.107526881720432
2014,31,289,29,5,14,12,24,44,-20,16,20,31.182795698924732
2014,31,762,35,9,8,14,33,49,-16,15,3,37.634408602150536
2014,32,180,56,17,5,10,44,22,22,7,20,58.333333333333336
2014,32,3008,28,6,10,16,29,45,-16,18,17,29.166666666666668
2014,32,289,29,5,14,13,25,48,-23,16,20,30.208333333333332
2014,32,873,42,11,9,12,42,43,-1,10,12,43.75
2014,32,31,57,17,6,9,47,36,11,6,5,59.375
2014,32,762,35,9,8,15,33,51,-18,15,3,36.458333333333336
2014,32,379,43,11,10,11,42,40,2,12,13,44.791666666666664
2014,32,512,43,12,7,13,36,40,-4,9,19,44.791666666666664
2014,32,1132,26,5,11,16,26,50,-24,19,18,27.083333333333332
2014,32,11,66,20,6,6,63,32,31,3,1,68.75
2014,32,985,65,19,8,5,59,30,29,4,4,67.70833333333333
2014,32,281,61,18,7,7,65,34,31,2,2,63.541666666666664
2014,32,2288,47,13,8,11,38,40,-2,8,16,48.958333333333336
2014,32,29,38,9,11,12,40,43,-3,11,18,39.583333333333336
2014,32,984,33,8,9,15,30,46,-16,13,19,34.375
2014,32,1003,25,6,7,19,33,54,-21,14,17,26.041666666666668
2014,32,1039,25,7,4,21,35,56,-21,20,19,26.041666666666668
2014,32,631,76,23,7,2,67,27,40,1,11,79.16666666666667
2014,32,148,54,16,6,10,50,46,4,5,7,56.25
2014,32,405,31,8,7,17,21,42,-21,17,8,32.291666666666664
2014,33,762,35,9,8,16,34,54,-20,15,3,35.35353535353536
2014,33,148,57,17,6,10,53,47,6,5,6,57.57575757575758
2014,33,281,64,19,7,7,67,34,33,2,1,64.64646464646465
2014,33,379,43,11,10,12,42,42,0,12,15,43.43434343434343
2014,33,405,32,8,8,17,24,45,-21,17,7,32.323232323232325
2014,33,1039,26,7,5,21,38,59,-21,20,19,26.262626262626263
2014,33,29,41,10,11,12,41,43,-2,11,19,41.41414141414141
2014,33,1132,26,5,11,17,26,51,-25,19,18,26.262626262626263
2014,33,631,79,24,7,2,68,27,41,1,11,79.79797979797979
2014,33,985,65,19,8,6,59,31,28,4,4,65.65656565656566
2014,33,11,67,20,7,6,63,32,31,3,2,67.67676767676768
2014,33,289,30,5,15,13,25,48,-23,16,20,30.303030303030305
2014,33,873,42,11,9,13,42,45,-3,10,12,42.42424242424242
2014,33,984,36,9,9,15,32,46,-14,13,19,36.36363636363637
2014,33,3008,31,7,10,16,30,45,-15,18,17,31.31313131313131
2014,33,31,57,17,6,10,47,37,10,6,5,57.57575757575758
2014,33,1003,28,7,7,19,35,54,-19,14,18,28.282828282828284
2014,33,2288,47,13,8,12,38,42,-4,8,15,47.474747474747474
2014,33,512,46,13,7,13,38,41,-3,9,19,46.464646464646464
2014,33,180,56,17,5,11,45,24,21,7,20,56.56565656565657
2014,34,984,37,9,10,15,32,46,-14,13,19,36.27450980392157
2014,34,31,58,17,7,10,47,37,10,6,5,56.86274509803921
2014,34,1039,27,7,6,21,38,59,-21,20,19,26.470588235294116
2014,34,379,44,11,11,12,42,42,0,12,15,43.13725490196079
2014,34,873,42,11,9,14,42,47,-5,10,11,41.1764705882353
2014,34,3008,34,8,10,16,32,45,-13,18,17,33.333333333333336
2014,34,11,68,20,8,6,63,32,31,3,2,66.66666666666667
2014,34,631,80,24,8,2,68,27,41,1,12,78.43137254901961
2014,34,180,57,17,6,11,47,26,21,7,20,55.88235294117647
2014,34,148,58,17,7,10,55,49,6,5,7,56.86274509803921
2014,34,281,67,20,7,7,70,36,34,2,1,65.68627450980392
2014,34,405,32,8,8,18,26,48,-22,17,8,31.372549019607842
2014,34,29,44,11,11,12,44,43,1,11,19,43.13725490196079
2014,34,985,65,19,8,7,59,34,25,4,4,63.72549019607843
2014,34,762,35,9,8,17,36,57,-21,15,3,34.31372549019608
2014,34,2288,50,14,8,12,41,44,-3,8,17,49.01960784313726
2014,34,1132,26,5,11,18,26,52,-26,19,18,25.49019607843137
2014,34,1003,31,8,7,19,36,54,-18,14,16,30.392156862745097
2014,34,512,47,13,8,13,39,42,-3,9,19,46.07843137254902
2014,34,289,31,5,16,13,26,49,-23,16,20,30.392156862745097
2014,35,631,83,25,8,2,69,27,42,1,11,79.04761904761905
2014,35,873,42,11,9,15,42,48,-6,10,12,40.0
2014,35,405,35,9,8,18,29,50,-21,17,8,33.333333333333336
2014,35,29,44,11,11,13,46,46,0,11,17,41.904761904761905
2014,35,3008,34,8,10,17,33,48,-15,18,17,32.38095238095238
2014,35,11,71,21,8,6,66,33,33,3,2,67.61904761904762
2014,35,148,58,17,7,11,55,50,5,5,6,55.23809523809524
2014,35,281,70,21,7,7,71,36,35,2,1,66.66666666666667
2014,35,2288,53,15,8,12,43,44,-1,8,17,50.476190476190474
2014,35,512,47,13,8,14,39,44,-5,9,19,44.76190476190476
2014,35,1003,34,9,7,19,39,54,-15,14,18,32.38095238095238
2014,35,762,35,9,8,18,36,60,-24,15,3,33.333333333333336
2014,35,379,47,12,11,12,43,42,1,12,15,44.76190476190476
2014,35,1132,26,5,11,19,26,53,-27,19,17,24.761904761904763
2014,35,31,61,18,7,10,49,38,11,6,5,58.095238095238095
2014,35,1039,27,7,6,22,39,61,-22,20,19,25.714285714285715
2014,35,289,34,6,16,13,28,50,-22,16,20,32.38095238095238
2014,35,180,57,17,6,12,48,28,20,7,20,54.285714285714285
2014,35,985,65,19,8,8,59,35,24,4,4,61.904761904761905
2014,35,984,40,10,10,15,33,46,-13,13,19,38.095238095238095
2014,36,631,84,25,9,2,70,28,42,1,11,77.77777777777777
2014,36,31,62,18,8,10,50,39,11,6,5,57.407407407407405
2014,36,405,38,10,8,18,30,50,-20,17,8,35.18518518518518
2014,36,379,47,12,11,13,43,43,0,12,15,43.51851851851852
2014,36,762,36,9,9,18,37,61,-24,15,3,33.333333333333336
2014,36,984,41,10,11,15,34,47,-13,13,19,37.96296296296296
2014,36,1003,37,10,7,19,41,54,-13,14,19,34.25925925925926
2014,36,180,57,17,6,13,48,30,18,7,20,52.77777777777778
2014,36,873,42,11,9,16,43,50,-7,10,12,38.888888888888886
2014,36,985,68,20,8,8,61,36,25,4,4,62.96296296296296
2014,36,11,71,21,8,7,66,34,32,3,2,65.74074074074075
2014,36,2288,56,16,8,12,44,44,0,8,18,51.851851851851855
2014,36,281,73,22,7,7,77,36,41,2,1,67.5925925925926
2014,36,1039,27,7,6,23,39,67,-28,20,20,25.0
2014,36,29,44,11,11,14,46,48,-2,11,17,40.74074074074074
2014,36,289,37,7,16,13,30,50,-20,16,20,34.25925925925926
2014,36,3008,34,8,10,18,33,49,-16,18,18,31.48148148148148
2014,36,1132,29,6,11,19,27,53,-26,19,17,26.85185185185185
2014,36,512,50,14,8,14,42,44,-2,9,19,46.2962962962963
2014,36,148,58,17,7,12,55,53,2,5,7,53.7037037037037
2014,37,984,44,11,11,15,37,47,-10,13,19,39.63963963963964
2014,37,631,84,25,9,3,70,31,39,1,12,75.67567567567568
2014,37,379,47,12,11,14,44,45,-1,12,14,42.34234234234234
2014,37,29,47,12,11,14,48,49,-1,11,17,42.34234234234234
2014,37,985,69,20,9,8,62,37,25,4,3,62.16216216216216
2014,37,11,72,21,9,7,67,35,32,3,2,64.86486486486487
2014,37,289,38,7,17,13,30,50,-20,16,20,34.234234234234236
2014,37,1003,38,10,8,19,41,54,-13,14,18,34.234234234234236
2014,37,180,60,18,6,13,54,31,23,7,20,54.054054054054056
2014,37,405,38,10,8,19,31,56,-25,17,7,34.234234234234236
2014,37,148,61,18,7,12,57,53,4,5,8,54.95495495495496
2014,37,3008,34,8,10,19,33,51,-18,18,18,30.63063063063063
2014,37,2288,56,16,8,13,46,48,-2,8,18,50.450450450450454
2014,37,281,76,23,7,7,81,38,43,2,1,68.46846846846847
2014,37,1039,30,8,6,23,41,68,-27,20,20,27.027027027027028
2014,37,762,36,9,9,19,38,63,-25,15,4,32.432432432432435
2014,37,31,62,18,8,11,51,42,9,6,5,55.85585585585586
2014,37,873,45,12,9,16,46,51,-5,10,11,40.54054054054054
2014,37,1132,30,6,12,19,27,53,-26,19,17,27.027027027027028
2014,37,512,51,14,9,14,42,44,-2,9,20,45.945945945945944
2014,38,762,39,10,9,19,40,63,-23,15,4,34.21052631578947
2014,38,379,47,12,11,15,44,47,-3,12,14,41.228070175438596
2014,38,3008,35,8,11,19,33,51,-18,18,18,30.70175438596491
2014,38,985,70,20,10,8,62,37,25,4,3,61.40350877192982
2014,38,11,75,22,9,7,71,36,35,3,2,65.78947368421052
2014,38,984,44,11,11,16,38,51,-13,13,19,38.59649122807018
2014,38,631,87,26,9,3,73,32,41,1,12,76.3157894736842
2014,38,289,38,7,17,14,31,53,-22,16,20,33.333333333333336
2014,38,29,47,12,11,15,48,50,-2,11,17,41.228070175438596
2014,38,148,64,19,7,12,58,53,5,5,8,56.14035087719298
2014,38,1003,41,11,8,19,46,55,-9,14,18,35.96491228070175
2014,38,1039,30,8,6,24,42,73,-31,20,20,26.31578947368421
2014,38,873,48,13,9,16,47,51,-4,10,11,42.10526315789474
2014,38,2288,56,16,8,14,46,49,-3,8,18,49.12280701754386
2014,38,281,79,24,7,7,83,38,45,2,1,69.29824561403508
2014,38,180,60,18,6,14,54,33,21,7,20,52.63157894736842
2014,38,405,38,10,8,20,31,57,-26,17,7,33.333333333333336
2014,38,1132,33,7,12,19,28,53,-25,19,18,28.94736842105263
2014,38,512,54,15,9,14,48,45,3,9,19,47.36842105263158
2014,38,31,62,18,8,12,52,48,4,6,5,54.3859649122807
2015,1,11,0,0,0,1,0,2,-2,2,2,0.0
2015,1,379,3,1,0,0,2,0,2,7,16,100.0
2015,1,989,0,0,0,1,0,1,-1,16,3,0.0
2015,1,405,3,1,0,0,1,0,1,20,17,100.0
2015,1,1123,0,0,0,1,1,3,-2,19,19,0.0
2015,1,873,3,1,0,0,3,1,2,15,19,100.0
2015,1,631,1,0,1,0,2,2,0,10,8,33.333333333333336
2015,1,2288,1,0,1,0,2,2,0,12,12,33.333333333333336
2015,1,984,0,0,0,1,0,3,-3,14,20,0.0
2015,1,281,3,1,0,0,3,0,3,4,5,100.0
2015,1,29,1,0,1,0,2,2,0,11,15,33.333333333333336
2015,1,1010,1,0,1,0,2,2,0,13,7,33.333333333333336
2015,1,762,1,0,1,0,2,2,0,18,4,33.333333333333336
2015,1,180,1,0,1,0,2,2,0,6,20,33.333333333333336
2015,1,985,3,1,0,0,1,0,1,5,14,100.0
2015,1,148,0,0,0,1,0,1,-1,3,1,0.0
2015,1,1003,3,1,0,0,4,2,2,1,11,100.0
2015,1,289,0,0,0,1,2,4,-2,17,15,0.0
2015,1,512,0,0,0,1,0,1,-1,9,16,0.0
2015,1,31,3,1,0,0,1,0,1,8,10,100.0
2015,2,2288,4,1,1,0,4,2,2,12,15,66.66666666666667
2015,2,762,1,0,1,1,2,4,-2,18,5,16.666666666666668
2015,2,379,3,1,0,1,3,2,1,7,19,50.0
2015,2,1003,6,2,0,0,6,3,3,1,15,100.0
2015,2,180,1,0,1,1,2,5,-3,6,17,16.666666666666668
2015,2,29,4,1,1,0,5,2,3,11,18,66.66666666666667
2015,2,1010,2,0,2,0,2,2,0,13,11,33.333333333333336
2015,2,984,1,0,1,1,0,3,-3,14,20,16.666666666666668
2015,2,281,6,2,0,0,6,0,6,4,1,100.0
2015,2,631,1,0,1,1,2,5,-3,10,7,16.666666666666668
2015,2,148,1,0,1,1,2,3,-1,3,4,16.666666666666668
2015,2,512,1,0,1,1,2,3,-1,9,14,16.666666666666668
2015,2,289,0,0,0,2,3,7,-4,17,18,0.0
2015,2,1123,3,1,0,1,4,4,0,19,20,50.0
2015,2,405,3,1,0,1,1,1,0,20,9,50.0
2015,2,985,6,2,0,0,2,0,2,5,20,100.0
2015,2,31,6,2,0,0,2,0,2,8,12,100.0
2015,2,989,0,0,0,2,0,2,-2,16,11,0.0
2015,2,873,3,1,0,1,4,3,1,15,16,50.0
2015,2,11,3,1,0,1,2,3,-1,2,2,50.0
2015,3,379,3,1,0,2,6,6,0,7,20,33.333333333333336
2015,3,989,3,1,0,2,4,5,-1,16,15,33.333333333333336
2015,3,1010,3,0,3,0,2,2,0,13,12,33.333333333333336
2015,3,180,2,0,2,1,2,5,-3,6,11,22.22222222222222
2015,3,29,4,1,1,1,5,4,1,11,17,44.44444444444444
2015,3,281,9,3,0,0,8,0,8,4,2,100.0
2015,3,985,7,2,1,0,2,0,2,5,14,77.77777777777777
2015,3,762,2,0,2,1,2,4,-2,18,6,22.22222222222222
2015,3,873,6,2,0,1,6,4,2,15,9,66.66666666666667
2015,3,405,3,1,0,2,2,3,-1,20,13,33.333333333333336
2015,3,1003,7,2,1,0,7,4,3,1,19,77.77777777777777
2015,3,148,2,0,2,1,3,4,-1,3,4,22.22222222222222
2015,3,11,4,1,1,1,2,3,-1,2,1,44.44444444444444
2015,3,31,7,2,1,0,2,0,2,8,16,77.77777777777777
2015,3,984,1,0,1,2,2,6,-4,14,17,11.11111111111111
2015,3,631,4,1,1,1,5,7,-2,10,12,44.44444444444444
2015,3,1123,4,1,1,1,5,5,0,19,19,44.44444444444444
2015,3,512,2,0,2,1,3,4,-1,9,11,22.22222222222222
2015,3,289,1,0,1,2,4,8,-4,17,16,11.11111111111111
2015,3,2288,5,1,2,0,5,3,2,12,13,55.55555555555556
2015,4,989,4,1,1,2,5,6,-1,16,17,33.333333333333336
2015,4,1003,8,2,2,0,8,5,3,1,20,66.66666666666667
2015,4,631,4,1,1,2,6,9,-3,10,6,33.333333333333336
2015,4,873,9,3,0,1,8,5,3,15,12,75.0
2015,4,281,12,4,0,0,10,0,10,4,2,100.0
2015,4,1010,3,0,3,1,2,4,-2,13,15,25.0
2015,4,405,4,1,1,2,4,5,-1,20,15,33.333333333333336
2015,4,289,2,0,2,2,6,10,-4,17,19,16.666666666666668
2015,4,31,7,2,1,1,2,3,-1,8,9,58.333333333333336
2015,4,379,6,2,0,2,9,6,3,7,16,50.0
2015,4,148,3,0,3,1,3,4,-1,3,3,25.0
2015,4,29,5,1,2,1,5,4,1,11,18,41.666666666666664
2015,4,180,5,1,2,1,5,5,0,6,13,41.666666666666664
2015,4,1123,4,1,1,2,5,8,-3,19,20,33.333333333333336
2015,4,2288,8,2,2,0,7,4,3,12,15,66.66666666666667
2015,4,985,7,2,1,1,3,2,1,5,8,58.333333333333336
2015,4,762,2,0,2,2,2,5,-3,18,7,16.666666666666668
2015,4,11,7,2,1,1,3,3,0,2,1,58.333333333333336
2015,4,512,2,0,2,2,3,5,-2,9,12,16.666666666666668
2015,4,984,4,1,1,2,3,6,-3,14,17,33.333333333333336
2015,5,29,8,2,2,1,8,5,3,11,17,53.333333333333336
2015,5,631,4,1,1,3,7,12,-5,10,10,26.666666666666668
2015,5,379,9,3,0,2,11,6,5,7,14,60.0
2015,5,762,2,0,2,3,2,7,-5,18,12,13.333333333333334
2015,5,1123,7,2,1,2,8,9,-1,19,20,46.666666666666664
2015,5,989,4,1,1,3,6,9,-3,16,16,26.666666666666668
2015,5,1010,6,1,3,1,3,4,-1,13,11,40.0
2015,5,2288,8,2,2,1,7,5,2,12,14,53.333333333333336
2015,5,984,5,1,2,2,3,6,-3,14,17,33.333333333333336
2015,5,180,6,1,3,1,5,5,0,6,9,40.0
2015,5,873,9,3,0,2,8,6,2,15,13,60.0
2015,5,281,15,5,0,0,11,0,11,4,2,100.0
2015,5,1003,11,3,2,0,11,7,4,1,20,73.33333333333333
2015,5,405,4,1,1,3,6,8,-2,20,19,26.666666666666668
2015,5,985,10,3,1,1,6,3,3,5,5,66.66666666666667
2015,5,31,7,2,1,2,3,6,-3,8,6,46.666666666666664
2015,5,11,10,3,1,1,5,3,2,2,1,66.66666666666667
2015,5,512,2,0,2,3,3,7,-4,9,13,13.333333333333334
2015,5,289,2,0,2,3,6,11,-5,17,19,13.333333333333334
2015,5,148,6,1,3,1,4,4,0,3,3,40.0
2015,6,2288,9,2,3,1,7,5,2,12,15,50.0
2015,6,29,9,2,3,1,8,5,3,11,16,50.0
2015,6,148,9,2,3,1,5,4,1,3,3,50.0
2015,6,873,9,3,0,3,8,7,1,15,15,50.0
2015,6,31,8,2,2,2,4,7,-3,8,7,44.44444444444444
2015,6,1123,8,2,2,2,9,10,-1,19,20,44.44444444444444
2015,6,180,6,1,3,2,7,8,-1,6,12,33.333333333333336
2015,6,985,13,4,1,1,9,5,4,5,5,72.22222222222223
2015,6,989,7,2,1,3,8,9,-1,16,13,38.888888888888886
2015,6,289,2,0,2,4,6,13,-7,17,20,11.11111111111111
2015,6,631,7,2,1,3,9,12,-3,10,6,38.888888888888886
2015,6,11,10,3,1,2,5,5,0,2,1,55.55555555555556
2015,6,762,2,0,2,4,3,9,-6,18,11,11.11111111111111
2015,6,1010,9,2,3,1,5,5,0,13,12,50.0
2015,6,281,15,5,0,1,12,2,10,4,2,83.33333333333333
2015,6,379,12,4,0,2,13,7,6,7,18,66.66666666666667
2015,6,405,4,1,1,4,6,9,-3,20,17,22.22222222222222
2015,6,984,8,2,2,2,4,6,-2,14,17,44.44444444444444
2015,6,512,3,0,3,3,5,9,-4,9,16,16.666666666666668
2015,6,1003,12,3,3,0,13,9,4,1,20,66.66666666666667
2015,7,31,11,3,2,2,7,9,-2,8,6,52.38095238095238
2015,7,405,4,1,1,5,8,12,-4,20,13,19.047619047619047
2015,7,762,3,0,3,4,5,11,-6,18,10,14.285714285714286
2015,7,631,8,2,2,3,11,14,-3,10,11,38.095238095238095
2015,7,984,8,2,2,3,6,9,-3,14,18,38.095238095238095
2015,7,29,12,3,3,1,11,7,4,11,17,57.142857142857146
2015,7,148,12,3,3,1,9,5,4,3,4,57.142857142857146
2015,7,281,15,5,0,2,13,6,7,4,2,71.42857142857143
2015,7,1010,9,2,3,2,5,6,-1,13,15,42.857142857142854
2015,7,873,12,4,0,3,9,7,2,15,12,57.142857142857146
2015,7,1003,12,3,3,1,15,14,1,1,20,57.142857142857146
2015,7,11,13,4,1,2,10,7,3,2,1,61.904761904761905
2015,7,379,13,4,1,2,15,9,6,7,18,61.904761904761905
2015,7,1123,9,2,3,2,11,12,-1,19,20,42.857142857142854
2015,7,180,9,2,3,2,10,9,1,6,14,42.857142857142854
2015,7,2288,9,2,3,2,8,8,0,12,18,42.857142857142854
2015,7,985,16,5,1,1,12,5,7,5,5,76.19047619047619
2015,7,289,2,0,2,5,6,16,-10,17,20,9.523809523809524
2015,7,512,6,1,3,3,7,10,-3,9,13,28.571428571428573
2015,7,989,7,2,1,4,9,11,-2,16,15,33.333333333333336
2015,8,989,8,2,2,4,10,12,-2,16,13,33.333333333333336
2015,8,1010,10,2,4,2,6,7,-1,13,16,41.666666666666664
2015,8,281,18,6,0,2,19,7,12,4,2,75.0
2015,8,762,3,0,3,5,6,17,-11,18,10,12.5
2015,8,631,8,2,2,4,12,17,-5,10,11,33.333333333333336
2015,8,180,12,3,3,2,13,10,3,6,16,50.0
2015,8,405,4,1,1,6,8,13,-5,20,12,16.666666666666668
2015,8,512,9,2,3,3,8,10,-2,9,17,37.5
2015,8,1123,9,2,3,3,12,14,-2,19,20,37.5
2015,8,1003,15,4,3,1,17,15,2,1,20,62.5
2015,8,2288,10,2,4,2,10,10,0,12,13,41.666666666666664
2015,8,148,13,3,4,1,11,7,4,3,4,54.166666666666664
2015,8,11,16,5,1,2,13,7,6,2,1,66.66666666666667
2015,8,985,16,5,1,2,12,8,4,5,6,66.66666666666667
2015,8,873,15,5,0,3,11,7,4,15,14,62.5
2015,8,984,8,2,2,4,6,11,-5,14,18,33.333333333333336
2015,8,289,3,0,3,5,8,18,-10,17,20,12.5
2015,8,379,14,4,2,2,17,11,6,7,18,58.333333333333336
2015,8,29,13,3,4,1,12,8,4,11,15,54.166666666666664
2015,8,31,12,3,3,2,8,10,-2,8,7,50.0
2015,9,180,13,3,4,2,15,12,3,6,16,48.148148148148145
2015,9,1003,16,4,4,1,19,17,2,1,19,59.25925925925926
2015,9,148,14,3,5,1,11,7,4,3,4,51.851851851851855
2015,9,31,13,3,4,2,8,10,-2,8,5,48.148148148148145
2015,9,1010,10,2,4,3,6,10,-4,13,14,37.03703703703704
2015,9,11,19,6,1,2,16,7,9,2,1,70.37037037037037
2015,9,762,6,1,3,5,12,19,-7,18,6,22.22222222222222
2015,9,1123,9,2,3,4,14,20,-6,19,20,33.333333333333336
2015,9,984,11,3,2,4,7,11,-4,14,19,40.74074074074074
2015,9,289,3,0,3,6,8,19,-11,17,20,11.11111111111111
2015,9,281,21,7,0,2,24,8,16,4,2,77.77777777777777
2015,9,989,8,2,2,5,11,17,-6,16,14,29.62962962962963
2015,9,631,11,3,2,4,14,17,-3,10,8,40.74074074074074
2015,9,405,4,1,1,7,8,15,-7,20,12,14.814814814814815
2015,9,29,13,3,4,2,12,11,1,11,13,48.148148148148145
2015,9,985,19,6,1,2,15,8,7,5,9,70.37037037037037
2015,9,873,15,5,0,4,12,10,2,15,15,55.55555555555556
2015,9,379,17,5,2,2,20,12,8,7,17,62.96296296296296
2015,9,2288,10,2,4,3,10,11,-1,12,15,37.03703703703704
2015,9,512,12,3,3,3,9,10,-1,9,17,44.44444444444444
2015,10,11,22,7,1,2,18,8,10,2,1,73.33333333333333
2015,10,29,13,3,4,3,13,13,0,11,15,43.333333333333336
2015,10,1123,9,2,3,5,14,21,-7,19,20,30.0
2015,10,984,14,4,2,4,8,11,-3,14,18,46.666666666666664
2015,10,31,14,3,5,2,9,11,-2,8,8,46.666666666666664
2015,10,180,14,3,5,2,16,13,3,6,17,46.666666666666664
2015,10,379,20,6,2,2,22,13,9,7,16,66.66666666666667
2015,10,631,11,3,2,5,15,19,-4,10,6,36.666666666666664
2015,10,405,4,1,1,8,9,17,-8,20,12,13.333333333333334
2015,10,2288,13,3,4,3,12,12,0,12,17,43.333333333333336
2015,10,289,6,1,3,6,11,19,-8,17,20,20.0
2015,10,762,6,1,3,6,12,22,-10,18,5,20.0
2015,10,989,8,2,2,6,12,22,-10,16,13,26.666666666666668
2015,10,148,17,4,5,1,16,8,8,3,3,56.666666666666664
2015,10,985,20,6,2,2,15,8,7,5,7,66.66666666666667
2015,10,281,22,7,1,2,24,8,16,4,2,73.33333333333333
2015,10,1003,19,5,4,1,20,17,3,1,20,63.333333333333336
2015,10,873,15,5,0,5,12,11,1,15,14,50.0
2015,10,512,12,3,3,4,9,12,-3,9,14,40.0
2015,10,1010,13,3,4,3,8,10,-2,13,16,43.333333333333336
2015,11,29,16,4,4,3,19,15,4,11,16,48.484848484848484
2015,11,289,6,1,3,7,13,25,-12,17,20,18.181818181818183
2015,11,873,16,5,1,5,12,11,1,15,14,48.484848484848484
2015,11,985,21,6,3,2,15,8,7,5,7,63.63636363636363
2015,11,180,17,4,5,2,18,13,5,6,18,51.515151515151516
2015,11,989,8,2,2,7,12,24,-12,16,12,24.242424242424242
2015,11,762,7,1,4,6,12,22,-10,18,6,21.21212121212121
2015,11,512,13,3,4,4,9,12,-3,9,14,39.39393939393939
2015,11,984,14,4,2,5,10,14,-4,14,19,42.42424242424242
2015,11,1003,22,6,4,1,23,19,4,1,19,66.66666666666667
2015,11,148,20,5,5,1,19,9,10,3,3,60.60606060606061
2015,11,405,4,1,1,9,10,20,-10,20,13,12.121212121212121
2015,11,631,11,3,2,6,16,22,-6,10,5,33.333333333333336
2015,11,31,17,4,5,2,12,12,0,8,8,51.515151515151516
2015,11,1010,16,4,4,3,10,10,0,13,17,48.484848484848484
2015,11,379,20,6,2,3,22,15,7,7,15,60.60606060606061
2015,11,2288,13,3,4,4,12,15,-3,12,19,39.39393939393939
2015,11,11,25,8,1,2,21,8,13,2,1,75.75757575757575
2015,11,281,25,8,1,2,26,9,17,4,2,75.75757575757575
2015,11,1123,9,2,3,6,15,23,-8,19,20,27.272727272727273
2015,12,31,17,4,5,3,13,14,-1,8,8,47.22222222222222
2015,12,873,19,6,1,5,14,12,2,15,11,52.77777777777778
2015,12,405,5,1,2,9,10,20,-10,20,14,13.88888888888889
2015,12,281,26,8,2,2,26,9,17,4,2,72.22222222222223
2015,12,1003,25,7,4,1,25,20,5,1,19,69.44444444444444
2015,12,1010,16,4,4,4,11,12,-1,13,16,44.44444444444444
2015,12,379,21,6,3,3,23,16,7,7,15,58.333333333333336
2015,12,29,17,4,5,3,20,16,4,11,17,47.22222222222222
2015,12,1123,12,3,3,6,16,23,-7,19,19,33.333333333333336
2015,12,2288,13,3,4,5,12,16,-4,12,19,36.111111111111114
2015,12,989,8,2,2,8,12,25,-13,16,13,22.22222222222222
2015,12,762,10,2,4,6,13,22,-9,18,4,27.77777777777778
2015,12,985,24,7,3,2,17,8,9,5,7,66.66666666666667
2015,12,984,14,4,2,6,10,16,-6,14,19,38.888888888888886
2015,12,11,26,8,2,2,22,9,13,2,1,72.22222222222223
2015,12,148,21,5,6,1,20,10,10,3,3,58.333333333333336
2015,12,289,6,1,3,8,13,26,-13,17,19,16.666666666666668
2015,12,180,20,5,5,2,19,13,6,6,16,55.55555555555556
2015,12,512,16,4,4,4,10,12,-2,9,15,44.44444444444444
2015,12,631,11,3,2,7,16,23,-7,10,6,30.555555555555557
2015,13,2288,14,3,5,5,14,18,-4,12,19,35.8974358974359
2015,13,989,9,2,3,8,14,27,-13,16,16,23.076923076923077
2015,13,762,10,2,4,7,13,25,-12,18,3,25.641025641025642
2015,13,1003,28,8,4,1,28,20,8,1,18,71.7948717948718
2015,13,148,24,6,6,1,24,11,13,3,4,61.53846153846154
2015,13,379,21,6,3,4,24,20,4,7,13,53.84615384615385
2015,13,631,14,4,2,7,17,23,-6,10,5,35.8974358974359
2015,13,1123,12,3,3,7,16,24,-8,19,19,30.76923076923077
2015,13,873,19,6,1,6,14,13,1,15,12,48.717948717948715
2015,13,289,9,2,3,8,14,26,-12,17,20,23.076923076923077
2015,13,1010,16,4,4,5,12,14,-2,13,16,41.02564102564103
2015,13,985,27,8,3,2,19,9,10,5,6,69.23076923076923
2015,13,984,17,5,2,6,12,17,-5,14,19,43.58974358974359
2015,13,11,26,8,2,3,23,11,12,2,2,66.66666666666667
