ano,rodada,timeId,pontos,vitorias,empates,derrotas,gm,gc,sg,pf,pnr,%
2016,32,641,27,5,12,15,23,37,-14,19,19,28.125
2016,32,1132,36,10,6,16,32,44,-12,16,18,37.5
2016,32,984,44,12,8,12,39,41,-2,10,19,45.833333333333336
2016,32,180,41,11,8,13,37,39,-2,8,20,42.708333333333336
2016,32,989,35,9,8,15,45,59,-14,9,15,36.458333333333336
2016,32,631,78,25,3,4,69,28,41,1,11,81.25
2016,32,512,36,9,9,14,34,47,-13,13,19,37.5
2016,32,31,63,18,9,5,68,40,28,4,5,65.625
2016,33,29,57,16,9,8,60,37,23,7,19,57.57575757575758
2016,33,1132,36,10,6,17,33,47,-14,16,18,36.36363636363637
2016,33,873,35,10,5,18,44,53,-9,14,12,35.35353535353536
2016,33,1003,37,10,7,16,41,54,-13,12,18,37.37373737373738
2016,33,180,41,11,8,14,37,42,-5,8,20,41.41414141414141
2016,33,281,65,19,8,6,63,35,28,3,1,65.65656565656566
2016,33,985,62,16,14,3,48,24,24,6,4,62.62626262626262
2016,33,631,78,25,3,5,69,30,39,1,11,78.78787878787878
2016,33,641,27,5,12,16,24,39,-15,19,19,27.272727272727273
2016,33,11,63,19,6,8,66,40,26,5,2,63.63636363636363
2016,33,289,21,5,6,22,26,59,-33,20,20,21.21212121212121
2016,33,379,37,10,7,16,44,59,-15,11,15,37.37373737373738
2016,33,984,44,12,8,13,39,42,-3,10,19,44.44444444444444
2016,33,31,66,19,9,5,69,40,29,4,5,66.66666666666667
2016,33,1010,40,11,7,15,40,56,-16,17,19,40.4040404040404
2016,33,2288,28,8,4,21,37,68,-31,15,15,28.282828282828284
2016,33,148,74,22,8,3,69,22,47,2,6,74.74747474747475
2016,33,989,35,9,8,16,45,63,-18,9,14,35.35353535353536
2016,33,512,39,10,9,14,37,48,-11,13,19,39.39393939393939
2016,33,3008,30,8,6,19,34,67,-33,18,17,30.303030303030305
2016,34,3008,33,9,6,19,36,67,-31,18,17,32.35294117647059
2016,34,1010,40,11,7,16,40,58,-18,17,19,39.21568627450981
2016,34,379,38,10,8,16,44,59,-15,11,15,37.254901960784316
2016,34,29,58,16,10,8,60,37,23,7,19,56.86274509803921
2016,34,2288,31,9,4,21,39,68,-29,15,17,30.392156862745097
2016,34,512,39,10,9,15,37,50,-13,13,19,38.23529411764706
2016,34,281,68,20,8,6,66,36,30,3,1,66.66666666666667
2016,34,984,44,12,8,14,40,45,-5,10,19,43.13725490196079
2016,34,631,81,26,3,5,73,32,41,1,12,79.41176470588235
2016,34,180,41,11,8,15,39,46,-7,8,20,40.19607843137255
2016,34,989,38,10,8,16,49,63,-14,9,13,37.254901960784316
2016,34,641,27,5,12,17,24,43,-19,19,19,26.470588235294116
2016,34,11,66,20,6,8,68,40,28,5,2,64.70588235294117
2016,34,289,21,5,6,23,26,61,-35,20,20,20.58823529411765
2016,34,31,66,19,9,6,70,42,28,4,5,64.70588235294117
2016,34,873,38,11,5,18,46,54,-8,14,11,37.254901960784316
2016,34,1003,37,10,7,17,42,60,-18,12,16,36.27450980392157
2016,34,148,77,23,8,3,75,23,52,2,7,75.49019607843137
2016,34,1132,36,10,6,18,33,49,-16,16,18,35.294117647058826
2016,34,985,65,17,14,3,50,24,26,6,4,63.72549019607843
2016,35,148,80,24,8,3,77,23,54,2,6,76.19047619047619
2016,35,11,66,20,6,9,68,42,26,5,2,62.857142857142854
2016,35,985,66,17,15,3,51,25,26,6,4,62.857142857142854
2016,35,2288,32,9,5,21,40,69,-29,15,17,30.476190476190474
2016,35,641,28,5,13,17,26,45,-19,19,19,26.666666666666668
2016,35,281,69,20,9,6,68,38,30,3,1,65.71428571428571
2016,35,180,42,11,9,15,39,46,-7,8,20,40.0
2016,35,3008,34,9,7,19,36,67,-31,18,17,32.38095238095238
2016,35,984,44,12,8,15,40,46,-6,10,19,41.904761904761905
2016,35,1003,40,11,7,17,43,60,-17,12,18,38.095238095238095
2016,35,1010,40,11,7,17,40,59,-19,17,19,38.095238095238095
2016,35,31,69,20,9,6,71,42,29,4,5,65.71428571428571
2016,35,29,58,16,10,9,60,40,20,7,17,55.23809523809524
2016,35,631,84,27,3,5,76,32,44,1,11,80.0
2016,35,873,38,11,5,19,46,56,-10,14,12,36.19047619047619
2016,35,1132,39,11,6,18,35,49,-14,16,17,37.142857142857146
2016,35,289,21,5,6,24,26,62,-36,20,20,20.0
2016,35,989,41,11,8,16,50,63,-13,9,14,39.04761904761905
2016,35,512,40,10,10,15,37,50,-13,13,19,38.095238095238095
2016,35,379,39,10,9,16,44,59,-15,11,15,37.142857142857146
2016,36,2288,35,10,5,21,41,69,-28,15,18,32.407407407407405
2016,36,29,58,16,10,10,60,41,19,7,17,53.7037037037037
2016,36,3008,34,9,7,20,36,69,-33,18,18,31.48148148148148
2016,36,289,24,6,6,24,28,62,-34,20,20,22.22222222222222
2016,36,631,87,28,3,5,79,32,47,1,11,80.55555555555556
2016,36,641,28,5,13,18,26,48,-22,19,19,25.925925925925927
2016,36,379,42,11,9,16,45,59,-14,11,15,38.888888888888886
2016,36,148,80,24,8,4,77,24,53,2,7,74.07407407407408
2016,36,989,42,11,9,16,52,65,-13,9,14,38.888888888888886
2016,36,512,41,10,11,15,39,52,-13,13,19,37.96296296296296
2016,36,1132,40,11,7,18,37,51,-14,16,17,37.03703703703704
2016,36,984,45,12,9,15,42,48,-6,10,19,41.666666666666664
2016,36,281,72,21,9,6,73,38,35,3,1,66.66666666666667
2016,36,873,38,11,5,20,46,61,-15,14,12,35.18518518518518
2016,36,1003,43,12,7,17,46,60,-14,12,19,39.81481481481482
2016,36,1010,40,11,7,18,40,62,-22,17,19,37.03703703703704
2016,36,11,69,21,6,9,70,42,28,5,2,63.888888888888886
2016,36,985,66,17,15,4,51,27,24,6,4,61.111111111111114
2016,36,31,70,20,10,6,71,42,29,4,5,64.81481481481481
2016,36,180,43,11,10,15,39,46,-7,8,20,39.81481481481482
2016,37,148,83,25,8,4,79,25,54,2,8,74.77477477477477
2016,37,985,66,17,15,5,52,29,23,6,3,59.45945945945946
2016,37,641,28,5,13,19,27,50,-23,19,19,25.225225225225227
2016,37,180,46,12,10,15,41,47,-6,8,20,41.44144144144144
2016,37,989,45,12,9,16,54,66,-12,9,15,40.54054054054054
2016,37,1132,40,11,7,19,38,53,-15,16,17,36.03603603603604
2016,37,379,42,11,9,17,45,63,-18,11,14,37.83783783783784
2016,37,31,73,21,10,6,75,42,33,4,5,65.76576576576576
2016,37,29,61,17,10,10,61,41,20,7,17,54.95495495495496
2016,37,1010,40,11,7,19,40,63,-23,17,19,36.03603603603604
2016,37,873,41,12,5,20,50,61,-11,14,11,36.93693693693694
2016,37,3008,34,9,7,21,36,73,-37,18,18,30.63063063063063
2016,37,281,75,22,9,6,75,39,36,3,1,67.56756756756756
2016,37,1003,43,12,7,18,47,62,-15,12,18,38.73873873873874
2016,37,984,45,12,9,16,42,49,-7,10,19,40.54054054054054
2016,37,631,90,29,3,5,80,32,48,1,12,81.08108108108108
2016,37,289,24,6,6,25,28,64,-36,20,20,21.62162162162162
2016,37,2288,38,11,5,21,43,69,-26,15,18,34.234234234234236
2016,37,512,41,10,11,16,40,56,-16,13,20,36.93693693693694
2016,37,11,72,22,6,9,74,43,31,5,2,64.86486486486487
2016,38,11,75,23,6,9,77,44,33,5,2,65.78947368421052
2016,38,29,61,17,10,11,62,44,18,7,17,53.50877192982456
2016,38,2288,41,12,5,21,45,70,-25,15,18,35.96491228070175
2016,38,984,45,12,9,17,43,51,-8,10,19,39.473684210526315
2016,38,1003,44,12,8,18,48,63,-15,12,18,38.59649122807018
2016,38,989,46,12,10,16,55,67,-12,9,15,40.35087719298246
2016,38,3008,34,9,7,22,37,80,-43,18,18,29.82456140350877
2016,38,148,86,26,8,4,86,26,60,2,8,75.43859649122807
2016,38,1010,40,11,7,20,40,68,-28,17,19,35.08771929824562
2016,38,281,78,23,9,6,80,39,41,3,1,68.42105263157895
2016,38,31,76,22,10,6,78,42,36,4,5,66.66666666666667
2016,38,641,28,5,13,20,27,53,-26,19,19,24.56140350877193
2016,38,1132,40,11,7,20,39,55,-16,16,18,35.08771929824562
2016,38,379,45,12,9,17,47,64,-17,11,14,39.473684210526315
2016,38,631,93,30,3,5,85,33,52,1,12,81.57894736842105
2016,38,289,24,6,6,26,29,69,-40,20,20,21.05263157894737
2016,38,985,69,18,15,5,54,29,25,6,3,60.526315789473685
2016,38,873,41,12,5,21,50,63,-13,14,11,35.96491228070175
2016,38,180,46,12,10,16,41,48,-7,8,20,40.35087719298246
2016,38,512,44,11,11,16,41,56,-15,13,19,38.59649122807018
2017,1,631,0,0,0,1,2,3,-1,5,8,0.0
2017,1,1132,3,1,0,0,3,2,1,7,12,100.0
2017,1,1237,0,0,0,1,0,2,-2,15,7,0.0
2017,1,281,3,1,0,0,2,0,2,1,5,100.0
2017,1,11,3,1,0,0,4,3,1,8,2,100.0
2017,1,1003,0,0,0,1,3,4,-1,9,11,0.0
2017,1,985,3,1,0,0,4,0,4,2,14,100.0
2017,1,379,0,0,0,1,0,4,-4,13,16,0.0
2017,1,873,0,0,0,1,0,3,-3,11,19,0.0
2017,1,1110,3,1,0,0,3,0,3,16,19,100.0
2017,1,1010,1,0,1,0,3,3,0,14,7,33.333333333333336
2017,1,31,1,0,1,0,3,3,0,4,10,33.333333333333336
2017,1,29,3,1,0,0,1,0,1,8,15,100.0
2017,1,512,0,0,0,1,0,1,-1,19,16,0.0
2017,1,762,0,0,0,1,0,2,-2,10,4,0.0
2017,1,148,3,1,0,0,2,0,2,3,1,100.0
2017,1,180,1,0,1,0,0,0,0,17,20,33.333333333333336
2017,1,2288,1,0,1,0,0,0,0,12,12,33.333333333333336
2017,1,984,3,1,0,0,1,0,1,20,20,100.0
2017,1,989,0,0,0,1,0,1,-1,12,3,0.0
2017,2,1110,6,2,0,0,4,0,4,16,20,100.0
2017,2,762,0,0,0,2,0,3,-3,10,5,0.0
2017,2,31,4,1,1,0,4,3,1,4,12,66.66666666666667
2017,2,873,0,0,0,2,0,4,-4,11,16,0.0
2017,2,1132,3,1,0,1,3,3,0,7,17,50.0
2017,2,984,6,2,0,0,2,0,2,20,20,100.0
2017,2,2288,1,0,1,1,0,4,-4,12,15,16.666666666666668
2017,2,985,6,2,0,0,8,0,8,2,20,100.0
2017,2,180,4,1,1,0,3,2,1,17,17,66.66666666666667
2017,2,379,0,0,0,2,2,7,-5,13,19,0.0
2017,2,1003,3,1,0,1,5,4,1,9,15,50.0
2017,2,1237,0,0,0,2,0,4,-4,15,8,0.0
2017,2,148,3,1,0,1,3,2,1,3,4,50.0
2017,2,631,3,1,0,1,4,4,0,5,7,50.0
2017,2,989,0,0,0,2,0,3,-3,12,11,0.0
2017,2,1010,4,1,1,0,5,3,2,14,11,66.66666666666667
2017,2,281,4,1,1,0,3,1,2,1,1,66.66666666666667
2017,2,29,4,1,1,0,2,1,1,8,18,66.66666666666667
2017,2,512,3,1,0,1,1,1,0,19,14,50.0
2017,2,11,3,1,0,1,4,4,0,8,2,50.0
2017,3,873,0,0,0,3,0,6,-6,11,9,0.0
2017,3,2288,4,1,1,1,2,4,-2,12,13,44.44444444444444
2017,3,31,7,2,1,0,8,3,5,4,16,77.77777777777777
2017,3,11,3,1,0,2,4,8,-4,8,1,33.333333333333336
2017,3,1010,5,1,2,0,5,3,2,14,12,55.55555555555556
2017,3,1237,1,0,1,2,0,4,-4,15,5,11.11111111111111
2017,3,985,9,3,0,0,10,0,10,2,14,100.0
2017,3,1003,3,1,0,2,5,6,-1,9,19,33.333333333333336
2017,3,1110,7,2,1,0,4,0,4,16,19,77.77777777777777
2017,3,180,5,1,2,0,3,2,1,17,11,55.55555555555556
2017,3,148,4,1,1,1,4,3,1,3,4,44.44444444444444
2017,3,1132,4,1,1,1,4,4,0,7,16,44.44444444444444
2017,3,989,0,0,0,3,1,5,-4,12,15,0.0
2017,3,281,7,2,1,0,5,2,3,1,2,77.77777777777777
2017,3,631,6,2,0,1,6,4,2,5,12,66.66666666666667
2017,3,29,4,1,1,1,2,3,-1,8,17,44.44444444444444
2017,3,762,3,1,0,2,3,3,0,10,6,33.333333333333336
2017,3,379,0,0,0,3,2,10,-8,13,20,0.0
2017,3,984,7,2,1,0,3,1,2,20,17,77.77777777777777
2017,3,512,4,1,1,1,2,2,0,19,11,44.44444444444444
2017,4,29,4,1,1,2,2,6,-4,8,18,33.333333333333336
2017,4,148,7,2,1,1,7,3,4,3,3,58.333333333333336
2017,4,281,10,3,1,0,10,2,8,1,2,83.33333333333333
2017,4,31,7,2,1,1,8,8,0,4,9,58.333333333333336
2017,4,1237,4,1,1,2,3,5,-2,15,4,33.333333333333336
2017,4,984,7,2,1,1,4,4,0,20,17,58.333333333333336
2017,4,1132,7,2,1,1,5,4,1,7,18,58.333333333333336
2017,4,873,0,0,0,4,0,7,-7,11,12,0.0
2017,4,180,5,1,2,1,3,4,-1,17,13,41.666666666666664
2017,4,1010,8,2,2,0,7,3,4,14,15,66.66666666666667
2017,4,2288,4,1,1,2,2,5,-3,12,15,33.333333333333336
2017,4,762,6,2,0,2,4,3,1,10,7,50.0
2017,4,1003,3,1,0,3,6,8,-2,9,20,25.0
2017,4,631,9,3,0,1,8,5,3,5,6,75.0
2017,4,379,3,1,0,3,4,10,-6,13,16,25.0
2017,4,1110,7,2,1,1,4,2,2,16,17,58.333333333333336
2017,4,11,6,2,0,2,7,8,-1,8,1,50.0
2017,4,989,0,0,0,4,1,8,-7,12,17,0.0
2017,4,512,5,1,2,1,4,4,0,19,12,41.666666666666664
2017,4,985,10,3,1,0,12,2,10,2,8,83.33333333333333
2017,5,1010,8,2,2,1,7,9,-2,14,11,53.333333333333336
2017,5,281,13,4,1,0,16,2,14,1,2,86.66666666666667
2017,5,989,3,1,0,4,3,9,-6,12,16,20.0
2017,5,1237,4,1,1,3,4,7,-3,15,4,26.666666666666668
2017,5,1110,8,2,2,1,5,3,2,16,18,53.333333333333336
2017,5,1003,4,1,1,3,7,9,-2,9,20,26.666666666666668
2017,5,984,8,2,2,1,4,4,0,20,17,53.333333333333336
2017,5,379,4,1,1,3,4,10,-6,13,14,26.666666666666668
2017,5,631,10,3,1,1,8,5,3,5,10,66.66666666666667
2017,5,11,7,2,1,2,7,8,-1,8,1,46.666666666666664
2017,5,31,8,2,2,1,9,9,0,4,6,53.333333333333336
2017,5,1132,8,2,2,1,6,5,1,7,19,53.333333333333336
2017,5,873,0,0,0,5,0,8,-8,11,13,0.0
2017,5,180,8,2,2,1,4,4,0,17,9,53.333333333333336
2017,5,148,8,2,2,1,7,3,4,3,3,53.333333333333336
2017,5,2288,5,1,2,2,2,5,-3,12,14,33.333333333333336
2017,5,985,13,4,1,0,16,2,14,2,5,86.66666666666667
2017,5,29,4,1,1,3,2,10,-8,8,17,26.666666666666668
2017,5,762,9,3,0,2,6,4,2,10,12,60.0
2017,5,512,5,1,2,2,5,6,-1,19,13,33.333333333333336
2017,6,281,16,5,1,0,21,2,19,1,2,88.88888888888889
2017,6,873,0,0,0,6,0,13,-13,11,15,0.0
2017,6,11,10,3,1,2,9,8,1,8,1,55.55555555555556
2017,6,984,8,2,2,2,4,6,-2,20,17,44.44444444444444
2017,6,1237,7,2,1,3,5,7,-2,15,4,38.888888888888886
2017,6,762,9,3,0,3,6,5,1,10,11,50.0
2017,6,29,7,2,1,3,4,11,-7,8,16,38.888888888888886
2017,6,989,3,1,0,5,4,11,-7,12,13,16.666666666666668
2017,6,2288,5,1,2,3,3,7,-4,12,15,27.77777777777778
2017,6,1010,11,3,2,1,9,10,-1,14,12,61.111111111111114
2017,6,180,8,2,2,2,4,5,-1,17,12,44.44444444444444
2017,6,985,16,5,1,0,17,2,15,2,5,88.88888888888889
2017,6,1132,9,2,3,1,6,5,1,7,19,50.0
2017,6,1110,9,2,3,1,5,3,2,16,19,50.0
2017,6,1003,4,1,1,4,9,12,-3,9,20,22.22222222222222
2017,6,31,11,3,2,1,12,11,1,4,7,61.111111111111114
2017,6,379,4,1,1,4,6,13,-7,13,18,22.22222222222222
2017,6,148,11,3,2,1,10,5,5,3,3,61.111111111111114
2017,6,512,5,1,2,3,5,10,-5,19,16,27.77777777777778
2017,6,631,13,4,1,1,12,5,7,5,6,72.22222222222223
2017,7,631,13,4,1,2,12,6,6,5,11,61.904761904761905
2017,7,281,19,6,1,0,22,2,20,1,2,90.47619047619048
2017,7,1110,9,2,3,2,5,7,-2,16,20,42.857142857142854
2017,7,148,14,4,2,1,14,5,9,3,4,66.66666666666667
2017,7,985,19,6,1,0,21,2,19,2,5,90.47619047619048
2017,7,873,0,0,0,7,0,17,-17,11,12,0.0
2017,7,379,7,2,1,4,7,13,-6,13,18,33.333333333333336
2017,7,2288,5,1,2,4,3,8,-5,12,18,23.80952380952381
2017,7,762,10,3,1,3,7,6,1,10,10,47.61904761904762
2017,7,31,12,3,3,1,13,12,1,4,6,57.142857142857146
2017,7,984,9,2,3,2,6,8,-2,20,18,42.857142857142854
2017,7,1010,12,3,3,1,11,12,-1,14,15,57.142857142857146
2017,7,11,13,4,1,2,11,8,3,8,1,61.904761904761905
2017,7,1237,7,2,1,4,5,9,-4,15,3,33.333333333333336
2017,7,29,7,2,1,4,4,12,-8,8,17,33.333333333333336
2017,7,1132,12,3,3,1,7,5,2,7,18,57.142857142857146
2017,7,989,4,1,1,5,4,11,-7,12,15,19.047619047619047
2017,7,1003,5,1,2,4,9,12,-3,9,20,23.80952380952381
2017,7,512,8,2,2,3,7,11,-4,19,13,38.095238095238095
2017,7,180,8,2,2,3,5,7,-2,17,14,38.095238095238095
2017,8,873,3,1,0,7,2,18,-16,11,14,12.5
2017,8,631,13,4,1,3,13,8,5,5,11,54.166666666666664
2017,8,1003,6,1,3,4,10,13,-3,9,20,25.0
2017,8,984,10,2,4,2,7,9,-2,20,18,41.666666666666664
2017,8,180,9,2,3,3,7,9,-2,17,16,37.5
2017,8,762,11,3,2,3,9,8,1,10,10,45.833333333333336
2017,8,148,17,5,2,1,15,5,10,3,4,70.83333333333333
2017,8,989,4,1,1,6,4,12,-8,12,13,16.666666666666668
2017,8,1237,8,2,2,4,6,10,-4,15,3,33.333333333333336
2017,8,29,8,2,2,4,5,13,-8,8,15,33.333333333333336
2017,8,2288,8,2,2,4,5,8,-3,12,13,33.333333333333336
2017,8,1110,9,2,3,3,5,9,-4,16,18,37.5
2017,8,281,22,7,1,0,29,4,25,1,2,91.66666666666667
2017,8,512,8,2,2,4,9,18,-9,19,17,33.333333333333336
2017,8,31,13,3,4,1,13,12,1,4,7,54.166666666666664
2017,8,985,20,6,2,0,21,2,19,2,6,83.33333333333333
2017,8,1010,15,4,3,1,13,13,0,14,16,62.5
2017,8,11,13,4,1,3,12,10,2,8,1,54.166666666666664
2017,8,1132,13,3,4,1,8,6,2,7,18,54.166666666666664
2017,8,379,8,2,2,4,8,14,-6,13,18,33.333333333333336
2017,9,148,20,6,2,1,19,6,13,3,4,74.07407407407408
2017,9,31,13,3,4,2,14,16,-2,4,5,48.148148148148145
2017,9,29,8,2,2,5,7,18,-11,8,13,29.62962962962963
2017,9,11,16,5,1,3,17,12,5,8,1,59.25925925925926
2017,9,762,14,4,2,3,10,8,2,10,6,51.851851851851855
2017,9,873,3,1,0,8,2,19,-17,11,15,11.11111111111111
2017,9,180,12,3,3,3,8,9,-1,17,16,44.44444444444444
2017,9,984,10,2,4,3,7,10,-3,20,19,37.03703703703704
2017,9,631,16,5,1,3,17,10,7,5,8,59.25925925925926
2017,9,1010,15,4,3,2,15,17,-2,14,14,55.55555555555556
2017,9,379,8,2,2,5,8,17,-9,13,17,29.62962962962963
2017,9,1237,11,3,2,4,9,10,-1,15,3,40.74074074074074
2017,9,1110,12,3,3,3,7,10,-3,16,19,44.44444444444444
2017,9,985,20,6,2,1,22,4,18,2,9,74.07407407407408
2017,9,2288,8,2,2,5,6,10,-4,12,15,29.62962962962963
2017,9,1003,9,2,3,4,12,14,-2,9,19,33.333333333333336
2017,9,281,25,8,1,0,32,4,28,1,2,92.5925925925926
2017,9,1132,13,3,4,2,8,9,-1,7,18,48.148148148148145
2017,9,512,8,2,2,5,10,20,-10,19,17,29.62962962962963
2017,9,989,7,2,1,6,6,13,-7,12,14,25.925925925925927
2017,10,31,16,4,4,2,17,16,1,4,8,53.333333333333336
2017,10,1110,12,3,3,4,7,13,-6,16,20,40.0
2017,10,984,10,2,4,4,9,13,-4,20,18,33.333333333333336
2017,10,281,28,9,1,0,35,6,29,1,2,93.33333333333333
2017,10,873,4,1,1,8,4,21,-17,11,14,13.333333333333334
2017,10,379,9,2,3,5,10,19,-9,13,16,30.0
2017,10,989,7,2,1,7,6,14,-8,12,13,23.333333333333332
2017,10,631,19,6,1,3,18,10,8,5,6,63.333333333333336
2017,10,1003,12,3,3,4,14,14,0,9,20,40.0
2017,10,29,8,2,2,6,7,20,-13,8,15,26.666666666666668
2017,10,11,19,6,1,3,19,13,6,8,1,63.333333333333336
2017,10,2288,8,2,2,6,7,12,-5,12,17,26.666666666666668
2017,10,985,23,7,2,1,23,4,19,2,7,76.66666666666667
2017,10,148,20,6,2,2,19,7,12,3,3,66.66666666666667
2017,10,1237,12,3,3,4,10,11,-1,15,4,40.0
2017,10,180,13,3,4,3,9,10,-1,17,17,43.333333333333336
2017,10,1132,16,4,4,2,9,9,0,7,18,53.333333333333336
2017,10,762,14,4,2,4,10,9,1,10,5,46.666666666666664
2017,10,1010,15,4,3,3,15,18,-3,14,16,50.0
2017,10,512,11,3,2,5,11,20,-9,19,14,36.666666666666664
2017,11,180,13,3,4,4,9,11,-2,17,18,39.39393939393939
2017,11,1132,19,5,4,2,10,9,1,7,18,57.57575757575758
2017,11,148,23,7,2,2,20,7,13,3,3,69.6969696969697
2017,11,873,4,1,1,9,4,22,-18,11,14,12.121212121212121
2017,11,281,31,10,1,0,38,7,31,1,2,93.93939393939394
2017,11,11,19,6,1,4,20,16,4,8,1,57.57575757575758
2017,11,631,22,7,1,3,19,10,9,5,5,66.66666666666667
2017,11,985,23,7,2,2,23,5,18,2,7,69.6969696969697
2017,11,2288,8,2,2,7,7,13,-6,12,19,24.242424242424242
2017,11,1237,15,4,3,4,11,11,0,15,4,45.45454545454545
2017,11,29,11,3,2,6,10,22,-12,8,16,33.333333333333336
2017,11,1010,15,4,3,4,17,21,-4,14,17,45.45454545454545
2017,11,379,9,2,3,6,11,23,-12,13,15,27.272727272727273
2017,11,31,19,5,4,2,21,17,4,4,8,57.57575757575758
2017,11,762,14,4,2,5,10,10,0,10,6,42.42424242424242
2017,11,989,10,3,1,7,7,14,-7,12,12,30.303030303030305
2017,11,1110,15,4,3,4,8,13,-5,16,18,45.45454545454545
2017,11,984,10,2,4,5,9,14,-5,20,19,30.303030303030305
2017,11,512,12,3,3,5,13,22,-9,19,14,36.36363636363637
2017,11,1003,13,3,4,4,16,16,0,9,19,39.39393939393939
2017,12,984,10,2,4,6,9,18,-9,20,19,27.77777777777778
2017,12,631,25,8,1,3,23,10,13,5,6,69.44444444444444
2017,12,1010,18,5,3,4,19,21,-2,14,16,50.0
2017,12,379,9,2,3,7,11,25,-14,13,15,25.0
2017,12,985,26,8,2,2,27,6,21,2,7,72.22222222222223
2017,12,762,14,4,2,6,11,14,-3,10,4,38.888888888888886
2017,12,989,13,4,1,7,11,14,-3,12,13,36.111111111111114
2017,12,1110,15,4,3,5,8,17,-9,16,19,41.666666666666664
2017,12,1003,13,3,4,5,16,18,-2,9,19,36.111111111111114
2017,12,281,34,11,1,0,40,7,33,1,2,94.44444444444444
2017,12,11,22,7,1,4,22,16,6,8,1,61.111111111111114
2017,12,148,23,7,2,3,20,9,11,3,3,63.888888888888886
2017,12,873,5,1,2,9,6,24,-18,11,11,13.88888888888889
2017,12,29,12,3,3,6,12,24,-12,8,17,33.333333333333336
2017,12,31,22,6,4,2,24,17,7,4,8,61.111111111111114
2017,12,180,13,3,4,5,9,14,-5,17,16,36.111111111111114
2017,12,1132,22,6,4,2,12,9,3,7,18,61.111111111111114
2017,12,2288,8,2,2,8,7,15,-8,12,19,22.22222222222222
2017,12,1237,16,4,4,4,13,13,0,15,5,44.44444444444444
2017,12,512,13,3,4,5,15,24,-9,19,15,36.111111111111114
2017,13,180,16,4,4,5,13,15,-2,17,17,41.02564102564103
2017,13,29,12,3,3,7,13,28,-15,8,15,30.76923076923077
2017,13,1110,15,4,3,6,9,19,-10,16,15,38.46153846153846
2017,13,281,37,12,1,0,42,8,34,1,1,94.87179487179488
2017,13,31,23,6,5,2,25,18,7,4,9,58.97435897435897
2017,13,631,26,8,2,3,24,11,13,5,5,66.66666666666667
2017,13,379,10,2,4,7,12,26,-14,13,13,25.641025641025642
2017,13,1003,14,3,5,5,17,19,-2,9,18,35.8974358974359
2017,13,985,29,9,2,2,28,6,22,2,6,74.35897435897436
2017,13,1237,16,4,4,5,13,14,-1,15,7,41.02564102564103
2017,13,1132,22,6,4,3,12,10,2,7,17,56.41025641025641
2017,13,11,25,8,1,4,23,16,7,8,2,64.1025641025641
2017,13,873,8,2,2,9,8,25,-17,11,12,20.512820512820515
2017,13,512,13,3,4,6,16,26,-10,19,15,33.333333333333336
2017,13,762,14,4,2,7,11,17,-6,10,3,35.8974358974359
2017,13,1010,21,6,3,4,22,21,1,14,16,53.84615384615385
2017,13,2288,9,2,3,8,7,15,-8,12,19,23.076923076923077
2017,13,989,14,4,2,7,11,14,-3,12,16,35.8974358974359
2017,13,148,24,7,3,3,21,10,11,3,4,61.53846153846154
2017,13,984,11,2,5,6,10,19,-9,20,19,28.205128205128204
2017,14,1003,17,4,5,5,19,20,-1,9,18,40.476190476190474
2017,14,148,24,7,3,4,22,12,10,3,4,57.142857142857146
2017,14,1237,17,4,5,5,13,14,-1,15,6,40.476190476190474
2017,14,873,9,2,3,9,8,25,-17,11,11,21.428571428571427
2017,14,281,40,13,1,0,44,9,35,1,1,95.23809523809524
2017,14,180,16,4,4,6,14,17,-3,17,17,38.095238095238095
2017,14,989,14,4,2,8,12,16,-4,12,16,33.333333333333336
2017,14,1132,25,7,4,3,14,11,3,7,17,59.523809523809526
2017,14,1010,21,6,3,5,24,25,-1,14,18,50.0
2017,14,985,32,10,2,2,32,8,24,2,5,76.19047619047619
2017,14,11,28,9,1,4,28,16,12,8,2,66.66666666666667
2017,14,1110,15,4,3,7,9,24,-15,16,17,35.714285714285715
2017,14,984,12,2,6,6,12,21,-9,20,19,28.571428571428573
2017,14,762,15,4,3,7,13,19,-6,10,3,35.714285714285715
2017,14,631,29,9,2,3,25,11,14,5,8,69.04761904761905
2017,14,2288,9,2,3,9,7,16,-9,12,19,21.428571428571427
2017,14,29,15,4,3,7,17,28,-11,8,14,35.714285714285715
2017,14,379,10,2,4,8,12,30,-18,13,15,23.80952380952381
2017,14,512,13,3,4,7,16,29,-13,19,16,30.952380952380953
2017,14,31,26,7,5,2,28,18,10,4,9,61.904761904761905
2017,15,989,15,4,3,8,13,17,-4,12,17,33.333333333333336
2017,15,180,17,4,5,6,15,18,-3,17,18,37.77777777777778
2017,15,1010,22,6,4,5,25,26,-1,14,18,48.888888888888886
2017,15,148,25,7,4,4,23,13,10,3,5,55.55555555555556
2017,15,281,43,14,1,0,46,10,36,1,1,95.55555555555556
2017,15,379,10,2,4,9,13,32,-19,13,15,22.22222222222222
2017,15,1003,20,5,5,5,20,20,0,9,14,44.44444444444444
2017,15,1132,25,7,4,4,14,12,2,7,17,55.55555555555556
2017,15,984,13,2,7,6,12,21,-9,20,19,28.88888888888889
2017,15,873,10,2,4,9,8,25,-17,11,10,22.22222222222222
2017,15,11,28,9,1,5,29,19,10,8,2,62.22222222222222
2017,15,985,35,11,2,2,35,9,26,2,6,77.77777777777777
